latitude,longitude
29.81532281,-95.40830048
41.9413787,-87.8932425
41.9808176,-87.9063373
41.9809313,-87.9063148
0.0,0.0
33.99585652,-117.35791469
33.94238375,-118.39906416
41.86591706,-87.6231238
41.86590405,-87.62282728
41.86589387,-87.62303178
39.77848558,-104.90007634
39.77390684,-104.84537303
39.83426941,-104.69960636
39.83426941,-104.69960636
41.86591215,-87.6231126
39.84913886,-104.67403666
40.71857786,-73.99426076
29.98498519,-95.3338971
40.71518191,-73.99595593
0.0,0.0
38.26810946,-82.12153441
37.61476852,-122.40521688
0.0,0.0
29.98384194,-95.33664018
40.64993239,-73.78249589
49.73717309,-96.67646776
29.98454639,-95.33856899
0.0,0.0
41.9653255,-87.87535719
0.0,0.0
37.78736562,-122.40865161
33.63992689,-84.44705534
0.0,0.0
33.64314381,-84.44252134
42.37525611,-71.24042938
43.68346133,-79.61394084
45.58977875,-122.59182952
28.34834331,-81.48581918
25.07815796,55.13798672
45.58986727,-122.59182577
37.6202411,-122.3883092
25.0779704,55.13808289
25.07772121,55.13822432
30.15481071,-95.43911291
25.0776918,55.13824067
0.0,0.0
29.98445184,-95.33224657
37.62025528,-122.38832698
40.62387603,-74.30164717
37.78194753,-122.43412918
37.62068265,-122.38816957
40.7868699,-111.9790833
40.69758992,-74.25047478
40.7697595,-111.974937
33.82063563,-116.50768141
37.78508121,-122.41114577
40.71288929,-74.16612474
40.68612449,-74.18465897
40.69522398,-74.1760931
37.6205514,-122.3867929
40.69482181,-74.17458032
37.6209902,-122.3867265
37.6208766,-122.3867929
40.6867848,-74.18351089
34.06143413,-118.39787418
38.21327338,-85.76378195
38.94549594,-77.45193731
0.0,0.0
40.77395906,-73.8746932
37.63404103,-122.40313084
39.99869322,-82.88004055
37.99311597,-84.52114659
37.99311597,-84.52114659
39.99838284,-82.88068344
35.23908248,-120.64078264
35.23896405,-120.64046203
40.71517211,-74.01453422
37.61907,-122.38607
37.61821986,-122.38745399
35.8924655,-84.19243176
0.0,0.0
34.06979432,-117.57757056
0.0,0.0
13.71241507,100.60468537
0.0,0.0
34.06978184,-117.57752166
34.06071437,-117.59814212
1.3523078,103.8637764
38.78438914,-104.72749614
0.0,0.0
0.0,0.0
-33.87144962,151.20821275
41.97826134,-87.91247425
35.21498347,-80.96071981
40.74389886,-74.12493599
29.98425706,-95.34407392
40.03395098,-105.24950187
0.0,0.0
41.98084325,-87.90939435
0.0,0.0
33.5089001,-112.02901444
38.94494175,-77.45367931
41.98160558,-87.90496847
0.0,0.0
39.85823091,-104.67802376
0.0,0.0
29.97877958,-95.33246329
37.62006843,-122.38822083
29.98605741,-90.25189405
0.0,0.0
33.75357228,-116.36206155
37.94357634,-121.69565906
33.75538818,-116.36197002
33.75536802,-116.36197857
40.79971517,-74.25960937
33.75539049,-116.36196163
37.62063433,-122.38946673
33.75539049,-116.36196163
27.98622757,-82.5414547
33.75348859,-116.36209633
33.75348859,-116.36209633
40.54989958,-111.90404484
36.08651969,-115.13942786
36.08652135,-115.13941959
0.0,0.0
34.01019938,-117.42860927
34.01352255,-117.44528297
41.9797415,-87.9099894
40.84018945,-73.93737649
38.88839871,-94.62041633
42.04836196,-87.74130154
40.69428253,-74.17219198
40.69429232,-74.17208436
0.0,0.0
37.61833841,-122.38389799
37.61859126,-122.38385699
45.58931882,-122.5959928
39.85861725,-104.67232956
39.85861339,-104.67232131
26.37852293,-81.78472152
39.85871934,-104.67371484
40.70773298,-74.17069948
40.70749747,-74.17084113
0.0,0.0
40.35805521,-111.78241283
37.62006843,-122.38822083
0.0,0.0
30.09009009,-95.64621813
38.9058375,-77.00423674
0.0,0.0
41.19758614,-73.76914167
41.1974934,-73.76920486
41.19747574,-73.76926201
41.78546237,-87.7430551
42.88502249,-85.52894527
0.0,0.0
38.30097379,-122.30180037
35.84808282,-78.66572751
42.3667769,-71.0170733
39.87778809,-75.23663363
0.0,0.0
39.64617884,-94.31618144
37.6177248,-122.3913514
37.6170841,-122.3877223
41.52066893,-81.21118788
39.50503682,-119.77382751
32.73154946,-117.19636508
0.0,0.0
0.0,0.0
42.3427148,-71.5504243
32.7156489,-117.1556388
33.43403712,-111.99678364
33.64079948,-84.4358346
32.85744983,-97.03548311
34.00646846,-118.48131246
40.76352814,-111.89191896
0.0,0.0
41.79410567,-87.74243312
33.51750182,-101.90914558
29.65283375,-95.275749
40.91509493,-81.4367726
32.73284288,-117.19634507
40.91497406,-81.43686526
42.58417604,-83.1064707
42.58399752,-83.10630667
39.87875827,-75.23722854
30.27027027,-97.74064527
33.4338494,-111.9963312
33.00605781,-96.76519155
41.72810364,-71.43406677
34.7300769,-92.219814
41.77838296,-87.7409109
38.84884095,-77.04207298
40.72845228,-80.08224442
36.12665696,-86.66953068
41.65451582,-70.61064187
39.87638268,-75.23929034
0.0,0.0
39.73217408,-105.0050626
39.1848041,-76.6787131
28.44752379,-81.46716587
39.1780768,-76.670155
39.1766101,-76.6700606
39.1766101,-76.6700606
39.1765188,-76.6696894
39.1766716,-76.6694354
42.19881665,-83.3859395
39.1766628,-76.6694238
0.0,0.0
39.1766573,-76.669424
28.43278708,-81.46990923
0.0,0.0
36.15093569,-115.27959887
39.17692138,-76.66929304
39.1799072,-76.6704455
39.1798687,-76.6707032
39.1799094,-76.6709767
29.6526846,-95.2787367
26.52778866,-81.75533052
38.90385896,-76.51625101
30.26196639,-97.75945775
41.81477378,-80.93644744
33.6839241,-117.8607358
0.0,0.0
0.0,0.0
30.30630631,-97.71394697
40.77512287,-73.86982237
41.30091858,-95.89873244
41.30204773,-95.9002533
35.12084166,-89.84738331
35.9807446,-115.0846183
40.2376266,-74.9171435
41.78959656,-87.74028015
38.73434659,-90.35501265
40.731704,-73.1724805
41.93001697,-72.68496357
41.93015938,-72.68522399
33.93454129,-118.40270098
42.313473,-87.83530047
33.1973379,-96.7573509
26.08232307,-80.16234879
33.67698231,-117.8647932
33.18882771,-96.64036423
40.774588,-73.8708903
37.78915629,-122.4148408
36.08029523,-115.1466466
35.0557688,-78.9702049
32.8405223,-96.8149248
32.80223908,-117.2312804
39.29345234,-94.71996208
36.0931536,-86.6973554
36.1293776,-86.6699252
30.20650347,-97.74889927
0.0,0.0
34.0658388,-117.5711653
39.28859449,-76.61832385
41.24222981,-77.02647239
30.20654541,-97.74890436
29.98473682,-90.25978334
39.29372784,-94.71998281
39.86311565,-104.67610845
33.05776114,-96.78169517
0.0,0.0
28.43585235,-81.30356273
32.96225554,-96.80070994
33.94729153,-118.40186744
33.94729537,-118.40196951
39.17709903,-76.67124539
36.898315,-76.204491
29.65275101,-95.27596615
0.0,0.0
35.8271843,-87.43714049
27.9344812,-82.47401175
44.8741191,-93.22830677
38.97681463,-76.50266928
40.4871427,-112.011264
0.0,0.0
30.43823709,-97.76632883
36.22640559,-86.82373437
0.0,0.0
0.0,0.0
0.0,0.0
25.7661538,-80.2517994
0.0,0.0
38.34274662,-122.32611925
41.28597403,-72.44456912
36.11159761,-86.7844525
40.71035967,-74.15721568
39.73167173,-86.3559619
36.14488928,-86.68739667
29.65350715,-95.26679505
33.42067535,-111.93155126
36.14487986,-86.68740641
40.65954723,-74.16986421
40.65958823,-74.16987822
40.65951726,-74.16980326
40.65947097,-74.16982402
40.65957477,-74.17018971
30.0554953,-95.1659332
36.0212589,-86.5447783
0.0,0.0
0.0,0.0
38.73693556,-90.35367062
38.98057249,-76.73463232
35.99558298,-78.89974547
0.0,0.0
41.79493709,-71.48004413
30.35571967,-87.27675562
38.56979708,-75.1096009
21.05483165,-86.78164351
0.0,0.0
40.70326657,-74.01106458
34.02763089,-118.49627894
34.02761838,-118.49646336
34.02764112,-118.49636416
42.3658858,-71.01423374
33.8191302,-118.1455457
42.36005288,-71.06315559
40.76262466,-73.73946148
40.76262285,-73.7394313
41.21681145,-73.12508256
51.54381448,-0.00116722
34.09548421,-81.20955847
42.3427056,-71.5504108
33.78310211,-84.21250227
42.35829164,-71.06163025
0.0,0.0
26.37067479,-80.10215823
41.06865736,-73.70398273
40.64579177,-73.77555571
41.06869526,-73.70402469
40.6467516,-73.77465033
40.64646872,-73.77594979
0.0,0.0
0.0,0.0
26.0713458,-80.146874
13.07761455,-59.60542973
13.07787514,-59.6049865
33.7008468,-118.0192094
40.64682076,-73.7823236
40.64485766,-73.78737261
42.36494288,-71.01451482
40.89343356,-74.29961359
40.85036847,-74.42575912
0.0,0.0
40.775248,-74.48253909
40.77844416,-73.87477197
40.64797296,-73.77939249
40.64602261,-73.7762935
40.61883222,-74.015404
40.61884429,-74.0153922
40.61878764,-74.01544319
40.61886457,-74.01535789
40.79874419,-73.82756667
40.6466862,-73.7769539
42.40805407,-88.62699707
0.0,0.0
0.0,0.0
0.0,0.0
40.7740308,-73.8674526
4.69840554,-74.14134323
32.73346632,-117.20410937
40.64646912,-73.79133606
38.6485933,-121.11740707
40.64646912,-73.79133606
40.64646912,-73.79133606
38.69255098,-121.58854512
0.0,0.0
25.05152514,-77.46620117
34.546788,-87.012305
40.65275545,-73.79457024
40.64779984,-73.78283404
42.36726898,-71.01512871
0.0,0.0
18.43615031,-66.00573829
40.67851205,-73.43465391
41.05811177,-73.53637216
40.64573089,-73.77655727
0.0,0.0
28.42301907,-81.29654204
0.0,0.0
0.0,0.0
40.64342444,-111.49392569
40.64339686,-111.49337274
40.88529232,-73.856635
40.88539964,-73.85658056
40.7171667,-73.96415608
40.71716644,-73.96426215
43.3230125,-73.64314219
33.8117407,-118.1628
26.07159064,-80.14770942
40.64530946,-73.77617682
0.0,0.0
40.64534568,-73.77609616
40.64531687,-73.77617765
40.64529157,-73.7761025
37.40321679,-121.96988433
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
38.91355311,-77.04169657
40.79248745,-111.98778056
40.64638899,-73.78399051
40.64656067,-73.78334045
40.64656067,-73.78334045
40.64656067,-73.78334045
40.64656067,-73.78334045
40.64656067,-73.78334045
40.64661043,-73.776003
40.64719984,-73.77530956
40.64679403,-73.77516598
40.64679903,-73.7734517
40.64374009,-73.77678134
40.64490372,-73.77508276
42.36834942,-71.0152744
42.36833796,-71.01525742
0.0,0.0
0.0,0.0
40.63817554,-73.95630614
38.87982914,-77.11608667
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
33.81346953,-117.91426571
33.81391813,-117.92216895
0.0,0.0
40.64610291,-73.78666687
0.0,0.0
0.0,0.0
40.64527675,-73.7761654
0.0,0.0
40.64527481,-73.77615604
40.51809311,-74.48552378
40.51806327,-74.48518231
40.51270596,-74.48509319
40.64518126,-73.77582926
40.51794328,-74.48516831
40.64520088,-73.77587636
0.0,0.0
40.77471899,-73.86957658
46.14149629,-122.90609053
40.77460155,-73.86969694
41.71826065,-72.68689133
0.0,0.0
28.4261453,-81.2998841
18.22245647,-63.00369733
18.22245647,-63.00369733
18.22245747,-63.00369895
32.73130971,-117.20222555
18.44643543,-66.28345755
18.4465457,-66.28316651
32.99815682,-117.17405196
0.0,0.0
42.36604659,-71.01573889
0.0,0.0
0.0,0.0
40.64784472,-73.77710687
40.64656067,-73.78334045
0.0,0.0
46.16798631,-122.96616783
46.16788404,-122.96673513
0.0,0.0
40.78521842,-74.07232899
32.07301184,-81.09362691
35.21979387,-80.94498281
33.43720156,-111.99928786
40.6954621,-74.1733106
29.99135326,-95.52122091
29.99653598,-95.53874781
35.22177192,-80.92309308
38.95804042,-77.26190063
39.87010428,-75.2507858
42.2822248,-71.0378408
33.43588637,-111.99965664
33.43824974,-111.99987573
33.43790009,-111.99746652
35.21843964,-80.94253029
39.8805621,-75.23893393
39.88116058,-75.24031037
0.0,0.0
0.0,0.0
0.0,0.0
39.88024969,-75.2363937
33.6424884,-84.4325976
21.15194085,-86.82443877
40.49569523,-80.24513477
36.11203645,-115.17712729
0.0,0.0
33.80598632,-118.36571615
0.0,0.0
0.0,0.0
0.0,0.0
38.86411798,-77.0231684
32.43487013,-80.64150369
33.54774386,-86.75224256
0.0,0.0
39.8749399,-75.2407937
39.8749366,-75.2407972
21.15192481,-86.82441431
39.8749922,-75.24017448
39.87455718,-75.24082121
42.36184505,-71.02219492
43.19825137,-70.87335749
43.19830037,-70.87348793
43.19824341,-70.8733423
43.19872113,-70.87307422
42.74561865,-73.80942844
35.87642273,-78.79274566
35.87648539,-78.79266577
33.50528024,-86.81047219
40.85214382,-73.28567395
39.98272482,-86.22502919
37.78831231,-122.41007318
35.22358885,-80.95061712
35.21905941,-80.9426995
40.04903686,-75.1035816
39.87309176,-75.24413798
38.92102632,-76.9969392
39.52438256,-74.70144898
36.24269903,-86.10760197
25.7789761,-80.1353923
25.7789509,-80.1353866
39.05365524,-84.65487604
39.25956567,-76.70131545
39.87631844,-75.24302471
43.74167873,-79.3442243
34.00912984,-84.37154603
39.87355987,-75.24730884
39.87414824,-75.25238981
39.87414053,-75.25236332
40.04893741,-75.10344598
39.87372068,-75.24732898
35.2190054,-80.9427282
35.2191669,-80.9435256
40.04915451,-75.10364317
41.49092099,-81.71644934
33.43629607,-111.99894068
41.49090693,-81.71627307
0.0,0.0
41.72221977,-71.44574004
41.46454996,-81.70961875
41.46460532,-81.70957793
39.94624391,-75.17915216
39.90000449,-75.20693516
35.2238122,-80.9435393
34.16721397,-118.3453091
0.0,0.0
38.85580899,-77.04174148
38.90321224,-76.99583548
39.9692473,-75.1346431
38.18285051,-85.74225293
42.201792,-88.3376974
42.2017895,-88.337723
0.0,0.0
35.22257093,-80.93941664
0.0,0.0
34.16721627,-118.34537339
0.0,0.0
40.77265898,-73.86525922
0.0,0.0
51.4713252,-0.4674035
0.0,0.0
0.0,0.0
35.2203248,-80.94508344
38.86402742,-77.04855865
38.86432211,-77.04913451
0.0,0.0
39.8816419,-75.2475867
39.8744048,-75.24235009
0.0,0.0
29.99562368,-90.24376862
42.95012208,-87.90085158
42.95119138,-87.90117857
29.98442078,-90.25340271
29.99894707,-90.27229299
29.98730979,-90.25605983
40.74609464,-74.00636235
35.2204278,-80.94281752
33.79727578,-117.85043081
35.22209167,-80.95237732
35.22476994,-80.93932077
0.0,0.0
35.22447828,-80.93940943
35.22604872,-80.93863381
35.22123472,-80.93287633
35.21820752,-80.94527061
35.210373,-80.9538682
41.15955496,-81.39767448
41.16013713,-81.39768211
41.16012493,-81.39760735
30.44405028,-84.23614305
30.44414315,-84.23627649
35.23185283,-80.96487203
43.0460116,-84.4795683
43.0460003,-84.4794566
0.0,0.0
35.22287836,-80.94056653
36.1036159,-115.16564
35.22363719,-80.94045544
35.22347122,-80.94043272
0.0,0.0
27.96879606,-82.55192621
0.0,0.0
0.0,0.0
25.8801693,-80.14141202
0.0,0.0
35.22032317,-80.94508353
38.8639627,-77.0436015
0.0,0.0
38.8687568,-77.035652
36.08576903,-115.14953095
40.6488643,-73.7944749
35.20346242,-80.92218024
36.08584875,-115.14968355
35.22643463,-80.93879965
37.78618135,-122.45742542
0.0,0.0
32.82813261,-97.25115941
0.0,0.0
0.0,0.0
40.69017276,-73.91646118
40.68994668,-73.91637642
40.69002464,-73.91638072
40.68996177,-73.91640136
0.0,0.0
34.0213466,-118.45229268
35.22643463,-80.93879965
37.78618135,-122.45742542
0.0,0.0
32.82813261,-97.25115941
0.0,0.0
0.0,0.0
40.69017276,-73.91646118
40.68994668,-73.91637642
40.69002464,-73.91638072
40.68996177,-73.91640136
0.0,0.0
32.8968169,-97.0618222
28.02034806,-82.52234293
40.78476286,-73.97029561
27.97575376,-82.53714356
41.06938783,-73.73394372
0.0,0.0
27.97628758,-82.53727303
39.29951964,-94.71192112
39.29381252,-94.71144036
33.8143379,-116.53572408
39.29275067,-94.70795218
42.18424338,-70.92464087
42.16481023,-70.88929237
30.32398902,-97.71081198
32.91792297,-97.00367737
32.91792297,-97.00367737
32.91792297,-97.00367737
42.01578804,-87.68332344
32.89959729,-97.03558888
40.7786084,-73.94979947
41.98051682,-87.73798602
40.77382001,-73.87315003
39.8893997,-75.219676
32.9176348,-97.0163282
41.99335821,-87.91260807
32.92215312,-96.97563515
47.6171292,-122.2803409
41.95627333,-87.87860345
41.45858699,-81.86780822
41.45856783,-81.86763782
41.45862827,-81.86766456
25.79667815,-80.28050395
41.45875201,-81.86775899
36.29164025,-94.11796975
35.87658269,-78.79254351
41.45847861,-81.86764536
0.0,0.0
41.97367122,-87.89700781
35.17267919,-89.77001941
35.17282894,-89.76988366
35.17266822,-89.76993377
35.1728241,-89.76989935
35.17263842,-89.769988
35.17279513,-89.76980671
0.0,0.0
41.97417744,-87.9004223
39.57991628,-105.94147157
31.93684422,-102.20753682
32.90431463,-97.03489789
34.02153389,-118.45231518
33.66642719,-117.88328444
35.46005368,-80.68267946
32.90425138,-97.02805207
34.0213466,-118.45229268
0.0,0.0
40.68625909,-74.17970876
39.60778027,-105.95470209
39.91337753,-75.3408263
34.02389944,-118.45541773
33.43417698,-111.99680158
30.441566,-84.281745
39.91370182,-75.3405344
34.09822952,-118.34307851
41.97629096,-87.89888444
52.51012486,-2.98098622
52.51012488,-2.98098624
28.35144756,-81.54358392
52.51012533,-2.98099904
32.78951797,-96.79891462
39.60813937,-105.9548521
10.42269832,-75.54540857
34.10971017,-118.32188864
34.10909961,-118.32361693
52.51022081,-2.98091961
33.43064352,-112.04521474
37.93712278,-107.81800496
41.97326595,-87.90025691
37.77414482,-122.43628588
37.93644673,-107.81832713
37.93609081,-107.81826687
37.93885695,-107.82069276
37.93882337,-107.82065521
37.93663309,-107.81820588
44.98157837,-93.23592187
33.9424707,-118.4066671
33.9424834,-118.4066885
33.9424824,-118.4066757
51.44284934,-0.13973305
35.09721018,-89.89624696
33.9424793,-118.4066936
32.79397552,-96.80477419
32.79401294,-96.80478711
51.44283789,-0.13974112
33.55192892,-112.07392397
42.205996,-83.35487329
47.62581201,-122.3501506
25.8058716,-80.1255332
27.69523415,-97.34856142
27.69540747,-97.34836874
51.44275382,-0.13962939
40.62967208,-73.90433402
25.79729334,-80.28082058
33.40901961,-111.90976239
33.5333555,-112.1827159
35.2376587,-80.92256446
40.67072447,-73.97727422
24.55401318,-81.80300774
33.94207019,-118.39427775
30.0555099,-95.165959
43.6950263,-79.3457844
21.32879526,-157.91846558
25.7977857,-80.2809721
30.2772503,-81.38732586
32.89840957,-97.04456259
32.89873575,-97.04452633
30.33730037,-97.74637026
39.85437802,-104.67127565
40.64859599,-73.79426922
25.79939784,-80.27038889
35.23776431,-80.92233988
32.89772724,-97.03561645
41.9774863,-87.90414419
25.8058675,-80.1260541
25.8058666,-80.126062
25.8058656,-80.1260481
35.23770686,-80.92243302
33.93871373,-118.40746172
34.02109254,-118.50287086
35.20493157,-80.92540817
34.02148779,-118.50289643
40.64931132,-73.79263138
40.64935461,-73.79198785
35.2176668,-80.9426912
32.9272165,-97.0396313
0.0,0.0
38.83598483,-77.10864801
40.46694635,-82.64579149
40.65062011,-73.79171323
35.87912533,-78.79162128
40.64824535,-73.80141955
32.9760867,-96.53332214
25.79101279,-80.28861743
0.0,0.0
15.1659317,120.5830548
38.85482856,-77.04128223
47.24879409,-122.43874458
40.6474324,-73.7936881
32.97609561,-96.53349238
40.68621427,-74.1793971
44.26313964,-69.78197616
40.80718573,-73.95477259
38.5369071,-106.9349375
38.538038,-106.9370467
33.64199395,-84.44238523
32.90771571,-97.04233322
33.93939612,-118.38973148
35.22534456,-106.57241352
40.46692522,-82.64567078
32.9070889,-97.03785947
40.64946781,-73.76624703
